subject,segment_label,velocity_kmh,coordinate,rmse_deg,nrmse_pct_of_imu_rom,corr,imu_rom,omc_rom,mean_bias
austra,ng_v0,3.54,pelvis_tilt,12.299369827705702,193.54422545258825,0.36541390951036223,6.3548110510373395,42.58174301,-6.1535759267223
austra,ng_v0,3.54,pelvis_list,17.075655946577005,343.1595537633057,-0.11594014966688504,4.976010651405304,56.64640566,6.464091932576892
austra,ng_v0,3.54,pelvis_rotation,14.4231155989657,156.82008468167453,-0.0327538703167824,9.197237476464096,43.06614279,-7.229019200993963
austra,ng_v0,3.54,hip_flexion_r,30.158795376473805,78.53328469774824,0.07725663467239142,38.40256458461687,101.90057311000001,-6.170170925416371
austra,ng_v0,3.54,hip_adduction_r,26.746798258870186,235.36126552388527,0.41604873246235746,11.364146177296888,40.353202859999996,24.858855433534814
austra,ng_v0,3.54,hip_rotation_r,25.239194883794983,117.80321870625603,-0.27014112299219073,21.424877147651856,88.56186166,5.965885978070492
austra,ng_v0,3.54,knee_angle_r,19.0833674050095,23.590897357146023,0.8373764312988119,80.89292711550404,58.52373858,-11.016373140223001
austra,ng_v0,3.54,ankle_angle_r,6.7646041750971335,18.86254255158118,0.8502519895739478,35.86263175602529,26.724176739999997,5.42872061138675
austra,ng_v0,3.54,hip_flexion_l,23.43050099214026,61.17690198839113,0.8290318961672076,38.29958731252264,100.07323955,13.685301708153075
austra,ng_v0,3.54,hip_adduction_l,11.422475340131118,91.64068740498135,0.585371123008917,12.464414730601664,41.97396967,-3.705734568970351
austra,ng_v0,3.54,hip_rotation_l,17.289616459229517,74.25093161762783,-0.05226470347452502,23.28538657032124,61.41275957,-1.563789345544908
austra,ng_v0,3.54,knee_angle_l,9.511157822945226,16.10160662267183,0.954960052319796,59.069619857393995,80.36999656,6.367821695744137
austra,ng_v0,3.54,ankle_angle_l,4.493345739734578,9.618024396036716,0.957064162716083,46.71796987317005,34.50980062,3.6255733502835854
austra,ng_v1,4.02,pelvis_tilt,10.71688064212291,178.12704586065396,-0.03851825605644371,6.016425293723536,40.133916060000004,-4.649017556171875
austra,ng_v1,4.02,pelvis_list,12.834252376077773,258.7994163244675,0.25501994240399606,4.959150433317416,54.573379349999996,3.6322568184770394
austra,ng_v1,4.02,pelvis_rotation,10.055096152531897,94.24903685278363,0.31957569592873686,10.668646055490084,40.46765844,-5.078122184330445
austra,ng_v1,4.02,hip_flexion_r,24.801063422556883,56.76121474409157,0.23812691046864842,43.69367980296527,103.63164017,-7.5963727898936435
austra,ng_v1,4.02,hip_adduction_r,15.43436096898566,74.92366348359532,0.3858917289700054,20.600115172378143,36.63571461,13.30655458736445
austra,ng_v1,4.02,hip_rotation_r,25.162739650901635,115.57952815270743,-0.181652844948482,21.770931282619365,77.00508425,15.476742127073823
austra,ng_v1,4.02,knee_angle_r,160.55702247236573,246.33779540282518,0.9053586807331607,65.17758357373216,90.39702324999999,160.23871398902088
austra,ng_v1,4.02,ankle_angle_r,5.526852460905553,26.177978036466833,0.57316633722549,21.112602559320877,23.39926743,-0.11819183954693728
austra,ng_v1,4.02,hip_flexion_l,19.645526825018923,50.42707780582234,0.8182201486842481,38.95828923632501,100.74873932999999,9.85947285508815
austra,ng_v1,4.02,hip_adduction_l,9.75052136891636,76.80929025817068,0.3440170401172712,12.69445575677499,40.66741257,-2.340207316950456
austra,ng_v1,4.02,hip_rotation_l,11.921125003556632,49.495673970318556,0.32246764358483804,24.085185728969897,65.6530376,-0.4840479546096624
austra,ng_v1,4.02,knee_angle_l,8.149564566447607,14.290748795333036,0.9450691756115801,57.0268548076993,75.41813121999999,4.529912292417036
austra,ng_v1,4.02,ankle_angle_l,4.9818118211520295,13.377950632160712,0.9633077409388741,37.23897596972521,26.686029230000003,4.103517519166306
austra,ng_v2,4.46,pelvis_tilt,12.83229364298125,186.37537937196157,-0.08857020594384071,6.885187134815162,36.64120672,-0.7108491630105047
austra,ng_v2,4.46,pelvis_list,24.530195383762187,333.673155161735,0.10248210440987533,7.351563949419946,27.022044400000002,22.758847037138437
austra,ng_v2,4.46,pelvis_rotation,135.05445439232975,1748.7905647572588,-0.3233004574765118,7.722734620945076,44.62920998,-134.11645912927634
austra,ng_v2,4.46,hip_flexion_r,68.94393155804242,153.47371735157301,-0.8454791694948562,44.92230510068882,91.13761175,-55.01759538306323
austra,ng_v2,4.46,hip_adduction_r,82.03238973960251,409.604216181113,0.5323373955971615,20.027232752733823,44.284720029999995,80.9171138541043
austra,ng_v2,4.46,hip_rotation_r,158.58477761225498,635.7057283838226,0.3651797798019278,24.94625587462154,149.20835633000002,155.8109963973456
austra,ng_v2,4.46,knee_angle_r,205.74287236474632,303.57716873254395,0.7152425557575293,67.7728411605317,115.40269285999999,204.65086549836985
austra,ng_v2,4.46,ankle_angle_r,20.102104296057476,85.41423441901289,0.7380929470569796,23.534841040011504,58.572867779999996,-15.457338343724581
austra,ng_v2,4.46,hip_flexion_l,136.58645168266753,339.58077682760455,-0.9011995398694594,40.22207998894135,47.03493430000002,134.2052945247624
austra,ng_v2,4.46,hip_adduction_l,170.05671018357285,1200.604768023278,0.24228069478903494,14.164254108665649,57.94348131999999,-168.4951284985629
austra,ng_v2,4.46,hip_rotation_l,36.18607339502851,156.76410261569615,0.5107667519857757,23.08313752398908,66.36154932,31.901486545239855
austra,ng_v2,4.46,knee_angle_l,84.77843306626204,137.74130384563682,0.6577866668057404,61.549027560586374,33.28097504,83.75515492779958
austra,ng_v2,4.46,ankle_angle_l,15.344822136158882,40.68711926823093,0.7640139191517337,37.71420147737108,37.87581944,14.192382310294189
darryl,ng_v0,4.08,pelvis_tilt,1.7493594206653904,33.964111818562074,0.40949018041069,5.15061141598683,6.687077500000001,-0.21927650211213304
darryl,ng_v0,4.08,pelvis_list,4.157605114733307,93.51664713043189,-0.6533546792375474,4.445844929549823,8.5806685,1.9651350505058396
darryl,ng_v0,4.08,pelvis_rotation,0.9430232701827189,10.259635848072147,0.9768622125607165,9.191586174668366,12.030266509999999,-0.4066392211954241
darryl,ng_v0,4.08,hip_flexion_r,2.720066581059405,10.637974407345135,0.9709022116974301,25.569403317809243,30.21787379,1.0744840947919736
darryl,ng_v0,4.08,hip_adduction_r,4.543295098329736,56.40449055806589,0.8960865048019117,8.054846437541382,21.03361821,0.7377648055531265
darryl,ng_v0,4.08,hip_rotation_r,11.243328745121593,132.8956070154917,0.7580955382452723,8.460271183991022,10.144093730000002,11.075426110236629
darryl,ng_v0,4.08,knee_angle_r,3.394979146700751,6.489575601586446,0.9958386995222376,52.31434773440056,51.12756641,3.0112109182262405
darryl,ng_v0,4.08,ankle_angle_r,5.621117778525493,22.90757680407506,0.6778886125269185,24.538247002736426,21.875407,-0.03155281150014402
darryl,ng_v0,4.08,hip_flexion_l,4.679400522452464,20.058649955056893,0.9880636394955755,23.32859156990654,34.124375560000004,1.267086625865304
darryl,ng_v0,4.08,hip_adduction_l,6.156519257519829,101.04468528202256,0.6262594050941949,6.0928679626608435,19.37469771,3.43062883810866
darryl,ng_v0,4.08,hip_rotation_l,9.916528901219692,88.60035195104918,0.3396357545798207,11.192426082797592,4.020661609999999,9.539550701929516
darryl,ng_v0,4.08,knee_angle_l,4.36069612861814,18.988633369505465,0.7858438574648664,22.964770785564486,28.360333770000004,2.791201536250413
darryl,ng_v0,4.08,ankle_angle_l,3.6499960831625757,26.429073499159134,0.9166890712768322,13.81053362797112,7.848221529999998,3.017698272344897
darryl,ng_v1,4.57,pelvis_tilt,1.2525353394248893,20.145139961244325,0.6117108297987022,6.217555905963151,7.388588390000001,-0.16799645287660847
darryl,ng_v1,4.57,pelvis_list,5.167809052784825,97.71511810693104,0.7612208978996244,5.288648422989795,19.41409752,-0.10271166775474824
darryl,ng_v1,4.57,pelvis_rotation,2.0188861277496524,20.06036290145488,0.9634097200311492,10.064055858148173,14.102616130000001,1.335334638423574
darryl,ng_v1,4.57,hip_flexion_r,2.8390136830609163,7.2740912684160355,0.9941435264262002,39.02911825409531,44.00433665,1.2208980984951503
darryl,ng_v1,4.57,hip_adduction_r,7.562029074112388,44.52741003884644,0.8927966519244563,16.982863066850623,33.01318128,3.4052108020020766
darryl,ng_v1,4.57,hip_rotation_r,16.203898975728492,149.526744112165,0.4070210320655788,10.836789814384915,13.59176562,15.754110617686408
darryl,ng_v1,4.57,knee_angle_r,4.470336810561407,6.8856288990924694,0.9808935647334975,64.92270896490807,62.22371069,2.353784636076476
darryl,ng_v1,4.57,ankle_angle_r,4.007612677806143,10.428524262272374,0.9268016022588893,38.4293364719361,37.384861349999994,-0.7928012925302312
darryl,ng_v1,4.57,hip_flexion_l,4.935775338049488,14.94348674213305,0.9853961445298228,33.02960964346498,43.87735768,3.261013519173998
darryl,ng_v1,4.57,hip_adduction_l,6.918021543211466,43.899398536955154,0.9168127242229477,15.758807122124406,33.39365027,0.6733346086996248
darryl,ng_v1,4.57,hip_rotation_l,13.69359475454949,70.62294006358756,0.4516274968033437,19.3897262592297,10.324528970000001,13.23849960258863
darryl,ng_v1,4.57,knee_angle_l,4.9764948976045025,8.642210559808365,0.9840424188411395,57.58358770785206,59.354465610000005,3.817775206628092
darryl,ng_v1,4.57,ankle_angle_l,4.043059115305548,10.478867235008257,0.9699223205333961,38.58297871928675,32.47639111,3.5616708396248367
darryl,ng_v2,5.09,pelvis_tilt,2.0096086599613874,61.90303268465654,-0.19096930849632368,3.246381595225939,5.059497709999999,1.2968175519165686
darryl,ng_v2,5.09,pelvis_list,5.95587554868942,127.56368547172221,0.7838069010481185,4.668942831704007,20.79781822,1.228430206407909
darryl,ng_v2,5.09,pelvis_rotation,2.1885488435601217,19.13368321083886,0.9806626367015064,11.438199427909161,16.35485788,1.0177143538250768
darryl,ng_v2,5.09,hip_flexion_r,2.3286743775720398,6.153428167678868,0.9915758333759365,37.84352907219258,42.82554933,0.902350513985688
darryl,ng_v2,5.09,hip_adduction_r,7.574114102569591,41.661239351992414,0.91816535824322,18.180241923617583,35.54926916,2.177632083756725
darryl,ng_v2,5.09,hip_rotation_r,14.786712767206492,120.68590370534298,0.5173614777674909,12.252228564579127,21.41924615,13.90492111841412
darryl,ng_v2,5.09,knee_angle_r,4.868066968420013,8.170156605356402,0.9900344891769445,59.58352089883419,58.512796169999994,3.817726636124529
darryl,ng_v2,5.09,ankle_angle_r,4.080231106134373,10.958177330204576,0.9172789469377833,37.23457818927447,40.36307768,0.8680421033619763
darryl,ng_v2,5.09,hip_flexion_l,4.875038389049442,14.519896588968836,0.9893055640351539,33.57488367205826,46.903082350000005,0.26781013597115694
darryl,ng_v2,5.09,hip_adduction_l,8.004143607404847,49.23856760325448,0.9040178422593498,16.255841705021094,35.57717308,2.335665953248176
darryl,ng_v2,5.09,hip_rotation_l,15.723507946041076,110.51362008719924,0.5447645031799033,14.227665272058466,7.542782260000001,15.499530324072849
darryl,ng_v2,5.09,knee_angle_l,3.69151576963324,6.774068471900985,0.9799102224099534,54.494810392687135,56.57166767999999,0.4652195937608297
darryl,ng_v2,5.09,ankle_angle_l,2.6991103623627724,7.21133037900014,0.9592207362889508,37.42874366459144,33.75201466,0.8843695318106611
elodie,ng_v0,3.05,pelvis_tilt,0.6269676940194565,83.42807146990972,-0.22195949675461488,0.7515068764901116,1.8056533700000017,-0.4347557654355034
elodie,ng_v0,3.05,pelvis_list,1.520585087748627,80.6037428051016,0.964854142719577,1.886494391985462,2.24741519,1.5154708146113853
elodie,ng_v0,3.05,pelvis_rotation,0.7412213781839662,75.86920641627049,0.3689956994548499,0.9769726259124387,0.4753094199999994,0.7037029994383848
elodie,ng_v0,3.05,hip_flexion_r,2.394281526179503,69.16959807991539,0.7441275447303668,3.4614651416844424,3.688073420000002,-2.3371463727371085
elodie,ng_v0,3.05,hip_adduction_r,1.9973711649432604,54.23948295535933,0.9869769776563305,3.6825040655110133,4.08209197,1.992241203635098
elodie,ng_v0,3.05,hip_rotation_r,1.6352756464968616,86.83596082077968,-0.3360822068894922,1.8831779265642021,2.41910665,1.2699217441863415
elodie,ng_v0,3.05,knee_angle_r,2.3550599281565323,52.73453890514958,0.9708273876630868,4.465877538803243,5.74020054,-2.3362641315079364
elodie,ng_v0,3.05,ankle_angle_r,3.7181021706070867,316.905310307501,0.8737421244939514,1.1732533503459823,2.43938642,-3.7027422507877854
elodie,ng_v0,3.05,hip_flexion_l,0.5776680794452399,19.70638858201117,0.4823298071813386,2.931374650617414,2.9319275000000005,-0.35418693777890214
elodie,ng_v0,3.05,hip_adduction_l,2.5532537366911794,73.90142691936067,0.9907135402035592,3.454945111516215,4.01517087,2.542156684279293
elodie,ng_v0,3.05,hip_rotation_l,1.6125863439212944,163.89893655644158,0.7527481348602769,0.9838906693369367,1.7828533699999998,-1.5986017250831923
elodie,ng_v0,3.05,knee_angle_l,1.8984608255828423,40.96741381827898,0.9667222877989622,4.634075350726144,5.0503585,-1.884456305572429
elodie,ng_v0,3.05,ankle_angle_l,4.79205809292929,214.20144601134706,0.7811740499516533,2.23717354955458,1.51297308,-4.785593540500613
elodie,ng_v1,3.57,pelvis_tilt,14.459083375349044,147.1822649292413,-0.6564510799261076,9.823930473077262,32.580482169999996,6.012490270340311
elodie,ng_v1,3.57,pelvis_list,23.979037599761817,236.98251253815968,0.8261177560004502,10.118483994003835,54.218330910000006,15.203910693136317
