subject,segment_label,velocity_kmh,muscle,muscle_label,rmse_m,nrmse_pct_of_imu_rom,corr,imu_rom,omc_rom,mean_bias
austra,ng_v0,3.54,glut_med1_r,Glut. medius,0.023858994097163775,116.6395900458154,0.02059175498229996,0.020455313747066578,0.0787471608316393,0.010338001728953022
austra,ng_v0,3.54,rect_fem_r,Rect. femoris,0.03574652035082026,59.86828986790693,0.19735545156250195,0.059708604387550046,0.12086311337493477,0.01515666748433257
austra,ng_v0,3.54,vas_lat_r,Vast. lateralis,0.01579416420971479,34.75028120593227,0.5307873756989052,0.045450464461330886,0.05347239190213149,-0.000623641250088361
austra,ng_v0,3.54,tib_ant_r,Tib. anterior,0.006912321979023168,21.212495537462576,0.8092318438317037,0.032586085719219504,0.024243427671808315,-0.005312611565099333
austra,ng_v0,3.54,soleus_r,Soleus,0.004699584300581927,18.41448000245431,0.8544299192937154,0.025521134997868844,0.01840108535042173,0.003727600409557345
austra,ng_v0,3.54,med_gas_r,Med. gastrocnemius,0.0043989159522204125,19.639958602534023,0.8019466571030532,0.022397786274625076,0.021254647321842568,0.002795100125031106
austra,ng_v0,3.54,semimem_r,Semimembranosus,0.023710845993210123,55.102039612461816,0.30709362288390096,0.0430307955204034,0.08277948728532414,-0.008343580393807042
austra,ng_v0,3.54,semiten_r,Semitendinosus,0.03127611460099574,68.17403984370188,0.2290410222095252,0.045876868486450895,0.10188891705804648,-0.015122328341437466
austra,ng_v0,3.54,bifemlh_r,Biceps femoris LH,0.030475738127190892,84.69088991610056,0.12819388412077154,0.035984671028231996,0.10251884794928307,-0.0123364923930572
austra,ng_v0,3.54,bifemsh_r,Biceps femoris SH,0.006824315998074491,32.22254972981966,0.8298245753651246,0.021178696457279655,0.006614509190892126,0.0034403419426396785
austra,ng_v1,4.02,glut_med1_r,Glut. medius,0.01749058579583252,108.78875463349216,0.17272469577266722,0.016077567809980056,0.07792110765248825,-0.0048048151956172494
austra,ng_v1,4.02,rect_fem_r,Rect. femoris,0.12217934797744293,169.0764935107456,0.6178293343702292,0.07226276429116851,0.1345039191063312,-0.11966214893351487
austra,ng_v1,4.02,vas_lat_r,Vast. lateralis,0.12479359181295707,297.7544308220649,0.8415271902633457,0.04191158179188692,0.055576567359196916,-0.12427371055008436
austra,ng_v1,4.02,tib_ant_r,Tib. anterior,0.006837794158015024,39.12489043955488,0.6420575406178735,0.017476839120045384,0.020084165697471568,0.005482138908198519
austra,ng_v1,4.02,soleus_r,Soleus,0.0039338519377373786,27.23519023716702,0.5504156657069216,0.014444003891586454,0.016399443393255386,0.0005563224419115048
austra,ng_v1,4.02,med_gas_r,Med. gastrocnemius,0.04401439965807652,171.9102262363706,0.5646903597297351,0.025603130553477516,0.01545488139131479,0.04352768404494364
austra,ng_v1,4.02,semimem_r,Semimembranosus,0.07262697113687752,128.97427750639343,0.29590772286040484,0.05631120603352657,0.08272339675782442,0.06985781669217819
austra,ng_v1,4.02,semiten_r,Semitendinosus,0.08512056302966352,124.54445837881897,0.34877765106189484,0.06834552427114637,0.10193381119158929,0.08185932349850292
austra,ng_v1,4.02,bifemlh_r,Biceps femoris LH,0.05737852818488844,114.93477652535175,0.3999469164431238,0.04992268651797671,0.1023272616491337,0.05335833285415125
austra,ng_v1,4.02,bifemsh_r,Biceps femoris SH,0.06543320422933983,561.2573598771817,-0.5863267372062653,0.011658324488369898,0.016491603426371126,0.06521756058340106
austra,ng_v2,4.46,glut_med1_r,Glut. medius,0.027828892232829725,179.73841518812404,0.1000848002041063,0.015482996333144747,0.09882229696405445,0.010442837259740819
austra,ng_v2,4.46,rect_fem_r,Rect. femoris,0.11779588568621749,154.1154828413574,-0.5606988940793759,0.0764335182387052,0.0837537726650095,-0.1114500814027643
austra,ng_v2,4.46,vas_lat_r,Vast. lateralis,0.13132738440566347,307.97384481937456,-0.609681845468451,0.04264238233694373,0.0964729389200969,-0.1264241773148767
austra,ng_v2,4.46,tib_ant_r,Tib. anterior,0.024348691570985057,138.77604382042384,0.6739644217239408,0.017545313226029313,0.05566857528745828,0.02002877259514676
austra,ng_v2,4.46,soleus_r,Soleus,0.013280373429120468,90.13578490975978,0.7694823793248968,0.014733741368554376,0.041481491886626976,-0.009810653870461077
austra,ng_v2,4.46,med_gas_r,Med. gastrocnemius,0.03701864114669135,146.3573601678662,0.6612421303858007,0.0252933238917622,0.047282904206434606,0.035434725843159494
austra,ng_v2,4.46,semimem_r,Semimembranosus,0.03862860547161667,64.12288618639961,-0.529465862690299,0.06024152649543363,0.07711847655771514,0.017245528141614334
austra,ng_v2,4.46,semiten_r,Semitendinosus,0.04399805762165263,59.58594888738303,-0.5507579392878776,0.07383965254091801,0.08709338038664216,0.018914825057335802
austra,ng_v2,4.46,bifemlh_r,Biceps femoris LH,0.032473177156899215,61.73309050526841,-0.49070652884187654,0.05260254571918427,0.07540745204447652,0.009737014383062584
austra,ng_v2,4.46,bifemsh_r,Biceps femoris SH,0.05419182430133328,414.66450542178455,-0.4951250218380068,0.013068836033171188,0.0650564012695064,0.05070686894855661
darryl,ng_v0,4.08,glut_med1_r,Glut. medius,0.005743864327161627,93.11090443564562,0.7684531182862051,0.006168841729092586,0.02176444226145252,-0.0017635903598113487
darryl,ng_v0,4.08,rect_fem_r,Rect. femoris,0.004851336097518513,6.96295096168831,0.9945033474839949,0.06967356404219466,0.07532095793821386,-0.0032132200671101023
darryl,ng_v0,4.08,vas_lat_r,Vast. lateralis,0.003369908592414566,5.633852354603956,0.995622753752654,0.05981535156242945,0.05838820068987696,-0.0027005086014300606
darryl,ng_v0,4.08,tib_ant_r,Tib. anterior,0.006308172289686782,26.157204858489003,0.505648829273968,0.02411638523234466,0.015404844598978007,-0.001373322865419977
darryl,ng_v0,4.08,soleus_r,Soleus,0.003424178545902413,17.83068869092255,0.8304767709054524,0.01920384907872702,0.01828757025168054,-0.0010544050242731744
darryl,ng_v0,4.08,med_gas_r,Med. gastrocnemius,0.00480738160100331,26.22828326599832,0.7443891589551273,0.018328998326914814,0.01640464417552001,-0.003188666392191562
darryl,ng_v0,4.08,semimem_r,Semimembranosus,0.003578627686723192,14.150578260559394,0.9359543202506551,0.025289621532270323,0.03252420972851361,-0.0002891631843762259
darryl,ng_v0,4.08,semiten_r,Semitendinosus,0.004466576373456737,14.140907895554895,0.9516017971020003,0.031586206532472905,0.04255636485270142,0.0002879263169128381
darryl,ng_v0,4.08,bifemlh_r,Biceps femoris LH,0.004467462641181723,13.553815312077827,0.9817830114037644,0.032960923093003636,0.042297255970458636,0.0029054154755641126
darryl,ng_v0,4.08,bifemsh_r,Biceps femoris SH,0.000892585891667647,15.37651200460925,0.9382311387551749,0.005804865833032136,0.004277174915927495,0.0005053954995434653
darryl,ng_v1,4.57,glut_med1_r,Glut. medius,0.007542034386821488,62.63308264554194,0.9270687961884244,0.012041614540200682,0.03198935773973001,0.0006879915344942075
darryl,ng_v1,4.57,rect_fem_r,Rect. femoris,0.006963187862526314,9.37799731722116,0.972409051653714,0.07425026502982207,0.08388825401685773,-0.003308166554960293
darryl,ng_v1,4.57,vas_lat_r,Vast. lateralis,0.005996629797701486,9.908800754096196,0.9705760218036505,0.06051821957589107,0.056760362371750805,-0.0027735876618206422
darryl,ng_v1,4.57,tib_ant_r,Tib. anterior,0.004210388224141276,14.990144984010712,0.8289729621389197,0.028087708482021356,0.026978037674414534,-0.0004125569920517423
