muscle,n_subjects,median_abs_generic_error_pct,median_abs_personalized_error_pct,mean_signed_generic_error_pct,mean_signed_personalized_error_pct
gaslat_r,13,8.776992919161394,0.7349153618709567,-7.7550290698054605,-0.7433723448244305
gasmed_r,13,8.289059973903719,0.7537485863203257,-8.571904048557911,-0.7306531990475362
