subject,task,segment_label,start_s,end_s,velocity_kmh,status,marker_ik,n_frames
marquise,rgs,rgs_correct,36.016,37.516,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/marquise_rgs_rgs_correct_marker_ik_36.02_37.52.mot,151
marquise,rgs,rgs_flexion,154.975,156.475,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/marquise_rgs_rgs_flexion_marker_ik_154.97_156.47.mot,151
marquise,rgs,rgs_abduction,249.839,251.339,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/marquise_rgs_rgs_abduction_marker_ik_249.84_251.34.mot,151
marquise,rgs,rgs_stork,344.681,346.181,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/marquise_rgs_rgs_stork_marker_ik_344.68_346.18.mot,151
neves,ng,ng_v0,32.37,33.87,3.49,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_ng_ng_v0_marker_ik_32.37_33.87.mot,151
neves,ng,ng_v1,91.24,92.74,4.03,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_ng_ng_v1_marker_ik_91.24_92.74.mot,151
neves,ng,ng_v2,160.53,162.03,4.48,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_ng_ng_v2_marker_ik_160.53_162.03.mot,151
neves,gwo,gwo_v0,6.43,7.93,3.58,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_gwo_gwo_v0_marker_ik_6.43_7.93.mot,151
neves,gwo,gwo_v1,44.71,46.21,4.05,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_gwo_gwo_v1_marker_ik_44.71_46.21.mot,151
neves,gwo,gwo_v2,70.88,72.38,4.57,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_gwo_gwo_v2_marker_ik_70.88_72.38.mot,151
neves,rd,rd_correct,61.789,63.289,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rd_rd_correct_marker_ik_61.79_63.29.mot,151
neves,rd,rd_toes,106.588,108.088,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rd_rd_toes_marker_ik_106.59_108.09.mot,151
neves,rd,rd_supination,160.824,162.324,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rd_rd_supination_marker_ik_160.82_162.32.mot,151
neves,rd,rd_pronation,205.817,207.317,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rd_rd_pronation_marker_ik_205.82_207.32.mot,151
neves,rgs,rgs_correct,34.627,36.127,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rgs_rgs_correct_marker_ik_34.63_36.13.mot,151
neves,rgs,rgs_flexion,120.537,122.037,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rgs_rgs_flexion_marker_ik_120.54_122.04.mot,151
neves,rgs,rgs_abduction,356.885,358.385,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rgs_rgs_abduction_marker_ik_356.88_358.38.mot,151
neves,rgs,rgs_stork,455.142,456.642,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/neves_rgs_rgs_stork_marker_ik_455.14_456.64.mot,151
rehema,ng,ng_v0,6.23,7.73,3.05,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_ng_ng_v0_marker_ik_6.23_7.73.mot,151
rehema,ng,ng_v1,42.45,43.95,3.57,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_ng_ng_v1_marker_ik_42.45_43.95.mot,151
rehema,ng,ng_v2,74.72,76.22,4.07,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_ng_ng_v2_marker_ik_74.72_76.22.mot,151
rehema,gwo,gwo_v0,7.4,8.9,3.04,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_gwo_gwo_v0_marker_ik_7.40_8.90.mot,151
rehema,gwo,gwo_v1,41.44,42.94,3.56,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_gwo_gwo_v1_marker_ik_41.44_42.94.mot,151
rehema,gwo,gwo_v2,74.04,75.54,4.05,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_gwo_gwo_v2_marker_ik_74.04_75.54.mot,151
rehema,rd,rd_correct,145.624,147.124,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rd_rd_correct_marker_ik_145.62_147.12.mot,151
rehema,rd,rd_toes,201.94,203.44,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rd_rd_toes_marker_ik_201.94_203.44.mot,151
rehema,rd,rd_supination,241.738,243.238,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rd_rd_supination_marker_ik_241.74_243.24.mot,151
rehema,rd,rd_pronation,291.638,293.138,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rd_rd_pronation_marker_ik_291.64_293.14.mot,151
rehema,rgs,rgs_correct,11.165,12.665,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rgs_rgs_correct_marker_ik_11.16_12.66.mot,151
rehema,rgs,rgs_flexion,88.996,90.496,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rgs_rgs_flexion_marker_ik_89.00_90.50.mot,151
rehema,rgs,rgs_abduction,167.852,169.352,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rgs_rgs_abduction_marker_ik_167.85_169.35.mot,151
rehema,rgs,rgs_stork,279.467,280.967,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rehema_rgs_rgs_stork_marker_ik_279.47_280.97.mot,151
rushda,ng,ng_v0,6.98,8.48,3.56,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_ng_ng_v0_marker_ik_6.98_8.48.mot,151
rushda,ng,ng_v1,37.55,39.05,4.09,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_ng_ng_v1_marker_ik_37.55_39.05.mot,151
rushda,ng,ng_v2,68.0,69.5,4.6,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_ng_ng_v2_marker_ik_68.00_69.50.mot,151
rushda,gwo,gwo_v0,7.4,8.9,3.56,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_gwo_gwo_v0_marker_ik_7.40_8.90.mot,151
rushda,gwo,gwo_v1,38.7,40.2,4.08,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_gwo_gwo_v1_marker_ik_38.70_40.20.mot,151
rushda,gwo,gwo_v2,68.22,69.72,4.57,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_gwo_gwo_v2_marker_ik_68.22_69.72.mot,151
rushda,rd,rd_correct,26.04,27.54,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rd_rd_correct_marker_ik_26.04_27.54.mot,151
rushda,rd,rd_toes,75.887,77.387,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rd_rd_toes_marker_ik_75.89_77.39.mot,151
rushda,rd,rd_supination,128.878,130.378,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rd_rd_supination_marker_ik_128.88_130.38.mot,151
rushda,rd,rd_pronation,187.423,188.923,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rd_rd_pronation_marker_ik_187.42_188.92.mot,151
rushda,rgs,rgs_correct,26.736,28.236,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rgs_rgs_correct_marker_ik_26.74_28.24.mot,151
rushda,rgs,rgs_flexion,114.84,116.34,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rgs_rgs_flexion_marker_ik_114.84_116.34.mot,151
rushda,rgs,rgs_abduction,216.627,218.127,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rgs_rgs_abduction_marker_ik_216.63_218.13.mot,151
rushda,rgs,rgs_stork,325.472,326.972,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/rushda_rgs_rgs_stork_marker_ik_325.47_326.97.mot,151
yaxkin,ng,ng_v0,7.67,9.17,2.57,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_ng_ng_v0_marker_ik_7.67_9.17.mot,151
yaxkin,ng,ng_v1,56.04,57.54,3.02,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_ng_ng_v1_marker_ik_56.04_57.54.mot,151
yaxkin,ng,ng_v2,82.44,83.94,3.96,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_ng_ng_v2_marker_ik_82.44_83.94.mot,151
yaxkin,gwo,gwo_v0,17.04,18.54,3.06,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_gwo_gwo_v0_marker_ik_17.04_18.54.mot,151
yaxkin,gwo,gwo_v1,82.07,83.57,3.57,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_gwo_gwo_v1_marker_ik_82.07_83.57.mot,151
yaxkin,gwo,gwo_v2,139.93,141.43,4.07,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_gwo_gwo_v2_marker_ik_139.93_141.43.mot,151
yaxkin,rd,rd_correct,47.309,48.809,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rd_rd_correct_marker_ik_47.31_48.81.mot,151
yaxkin,rd,rd_toes,91.876,93.376,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rd_rd_toes_marker_ik_91.88_93.38.mot,151
yaxkin,rd,rd_supination,166.419,167.919,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rd_rd_supination_marker_ik_166.42_167.92.mot,151
yaxkin,rd,rd_pronation,232.929,234.429,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rd_rd_pronation_marker_ik_232.93_234.43.mot,151
yaxkin,rgs,rgs_correct,29.201,30.701,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rgs_rgs_correct_marker_ik_29.20_30.70.mot,151
yaxkin,rgs,rgs_flexion,164.206,165.706,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rgs_rgs_flexion_marker_ik_164.21_165.71.mot,151
yaxkin,rgs,rgs_abduction,298.909,300.409,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rgs_rgs_abduction_marker_ik_298.91_300.41.mot,151
yaxkin,rgs,rgs_stork,405.92,407.42,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/yaxkin_rgs_rgs_stork_marker_ik_405.92_407.42.mot,151
ziri,ng,ng_v0,6.94,8.440000000000001,3.59,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_ng_ng_v0_marker_ik_6.94_8.44.mot,151
ziri,ng,ng_v1,45.3,46.8,4.09,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_ng_ng_v1_marker_ik_45.30_46.80.mot,151
ziri,ng,ng_v2,74.26,75.76,4.59,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_ng_ng_v2_marker_ik_74.26_75.76.mot,151
ziri,gwo,gwo_v0,6.64,8.14,3.56,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_gwo_gwo_v0_marker_ik_6.64_8.14.mot,151
ziri,gwo,gwo_v1,38.32,39.82,4.08,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_gwo_gwo_v1_marker_ik_38.32_39.82.mot,151
ziri,gwo,gwo_v2,69.33,70.83,4.6,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_gwo_gwo_v2_marker_ik_69.33_70.83.mot,151
ziri,rd,rd_correct,33.891,35.391,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rd_rd_correct_marker_ik_33.89_35.39.mot,151
ziri,rd,rd_toes,71.163,72.663,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rd_rd_toes_marker_ik_71.16_72.66.mot,151
ziri,rd,rd_supination,132.595,134.095,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rd_rd_supination_marker_ik_132.59_134.09.mot,151
ziri,rd,rd_pronation,188.138,189.638,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rd_rd_pronation_marker_ik_188.14_189.64.mot,151
ziri,rgs,rgs_correct,36.636,38.136,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rgs_rgs_correct_marker_ik_36.64_38.14.mot,151
ziri,rgs,rgs_flexion,147.861,149.361,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rgs_rgs_flexion_marker_ik_147.86_149.36.mot,151
ziri,rgs,rgs_abduction,260.622,262.122,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rgs_rgs_abduction_marker_ik_260.62_262.12.mot,151
ziri,rgs,rgs_stork,368.337,369.837,,ok,/home/ilab/venv/OpenSim_Based_Estimation_of_Muscle_Tendon_Length_Trajectories_from_Commercial_IMU_Derived_Gait_Kinematics-2/gaitex_extra_tasks/marker_ik/ziri_rgs_rgs_stork_marker_ik_368.34_369.84.mot,151
