subject,task,segment_label,start_s,end_s,velocity_kmh,muscle,muscle_label,rmse_m,nrmse_pct_of_imu_rom,corr,imu_rom_m,omc_rom_m,mean_bias_m,peak_phase_imu,peak_phase_omc
elodie,rd,rd_pronation,228.282,229.782,,vas_lat_r,Vast. lateralis,0.006180730072438288,80.81034996218169,0.9458726936732633,0.0076484386905028845,0.011400275873960974,-0.006038603896744445,4.0,6.0
elodie,rd,rd_pronation,228.282,229.782,,tib_ant_r,Tib. anterior,0.002728929647106372,22.550550196727837,0.9509070665563404,0.012101388317799666,0.012419452442421097,0.0025653050619779245,65.0,37.0
elodie,rd,rd_pronation,228.282,229.782,,soleus_r,Soleus,0.0067627936594231676,45.84211174915478,0.9917666616165575,0.014752360660060249,0.013370163138811397,-0.0067383223184838996,100.0,100.0
elodie,rd,rd_pronation,228.282,229.782,,med_gas_r,Med. gastrocnemius,0.005918585295046993,38.18690000999836,0.9943191690403222,0.015498993878783951,0.014187664120650423,-0.005894455900098168,100.0,100.0
elodie,rd,rd_pronation,228.282,229.782,,semimem_r,Semimembranosus,0.014468404714354574,658.7420976224411,0.40430913359006476,0.0021963686193086085,0.0022906947039398884,0.014446202915460938,96.0,100.0
elodie,rd,rd_pronation,228.282,229.782,,semiten_r,Semitendinosus,0.018703526404605052,715.5707687964672,0.42504967363551216,0.0026137912866484037,0.002753567860601991,0.018679993196370547,96.0,28.0
elodie,rd,rd_pronation,228.282,229.782,,bifemlh_r,Biceps femoris LH,0.021561802916794475,577.3583459560343,0.7839247550542487,0.0037345615713046953,0.0025990655452372002,0.021549332708376893,96.0,100.0
elodie,rd,rd_pronation,228.282,229.782,,bifemsh_r,Biceps femoris SH,0.0003202683711113503,59.80183225685147,0.9299920749954501,0.0005355494288800111,0.0005305635544349818,0.0003147041678565857,96.0,98.0
elodie,rgs,rgs_correct,45.757,47.257,,glut_med1_r,Glut. medius,0.03598501684574563,546.8725678518533,-0.5938460302563613,0.006580146630337819,0.1066108092390798,-0.02199719644561471,58.0,82.0
elodie,rgs,rgs_correct,45.757,47.257,,rect_fem_r,Rect. femoris,0.038476974625844734,44.84195097572433,0.9232324067734595,0.08580575507670185,0.1636276787100575,-0.020917997874673494,9.0,0.0
elodie,rgs,rgs_correct,45.757,47.257,,vas_lat_r,Vast. lateralis,0.01246272555037819,22.229122797685996,0.8672572778977341,0.05606485538725592,0.06837012970768053,-0.0001397351740132972,12.0,13.0
elodie,rgs,rgs_correct,45.757,47.257,,tib_ant_r,Tib. anterior,0.016548292091954044,152.09955387507722,-0.19506557522734708,0.01087990836945224,0.025987926570257947,0.01324425787562924,36.0,80.0
elodie,rgs,rgs_correct,45.757,47.257,,soleus_r,Soleus,0.007349178004470836,91.23899528975657,0.4348490417746281,0.008054865116753351,0.013726336940183326,-0.0061798889005561,17.0,11.0
elodie,rgs,rgs_correct,45.757,47.257,,med_gas_r,Med. gastrocnemius,0.006604667118443399,59.51647272856727,0.059995003145353665,0.011097208580496454,0.012773991180453192,-0.0047486067080771055,50.0,4.0
elodie,rgs,rgs_correct,45.757,47.257,,semimem_r,Semimembranosus,0.024595029243136064,60.228655200525296,0.8610759177220355,0.04083609232391022,0.09723344695417913,0.017385068867067,69.0,79.0
elodie,rgs,rgs_correct,45.757,47.257,,semiten_r,Semitendinosus,0.03439285798985033,67.08065521027565,0.8111593979176428,0.05127090348482749,0.12302559993556861,0.025099641232646925,65.0,79.0
elodie,rgs,rgs_correct,45.757,47.257,,bifemlh_r,Biceps femoris LH,0.032169735462868866,58.43679292434727,0.8875153501254183,0.055050480789587575,0.12195060934474689,0.021358709918512808,64.0,79.0
elodie,rgs,rgs_correct,45.757,47.257,,bifemsh_r,Biceps femoris SH,0.004432719432006671,42.7754754768149,0.8163681290004917,0.010362758993548271,0.021828435314501238,-0.0029053484576709782,35.0,34.0
elodie,rgs,rgs_flexion,143.217,144.717,,glut_med1_r,Glut. medius,0.017840704168674226,217.00859079601696,-0.5005020096971461,0.008221197190043078,0.042538452820795256,-0.012110881457456377,0.0,20.0
elodie,rgs,rgs_flexion,143.217,144.717,,rect_fem_r,Rect. femoris,0.014207070372826102,15.996642986985671,0.971727066361286,0.08881282394302664,0.11726704480539796,-0.003641921534857902,0.0,27.0
elodie,rgs,rgs_flexion,143.217,144.717,,vas_lat_r,Vast. lateralis,0.00821371915102639,14.598184790723149,0.9483600334771576,0.05626534578632025,0.06829582775221965,0.0025197932787417478,0.0,26.0
elodie,rgs,rgs_flexion,143.217,144.717,,tib_ant_r,Tib. anterior,0.005109772638507949,9.7243041464698,0.9976534754269283,0.05254640909563635,0.05714649343731215,0.004695372908246861,100.0,98.0
elodie,rgs,rgs_flexion,143.217,144.717,,soleus_r,Soleus,0.003970104048162049,6.971322960731602,0.9991551119223666,0.056949076531456644,0.05679620629531157,-0.003814910368501658,25.0,9.0
elodie,rgs,rgs_flexion,143.217,144.717,,med_gas_r,Med. gastrocnemius,0.003301328080766891,6.972833210746004,0.9935432561063962,0.04734557648215554,0.0526237908428121,-0.0024333099160438994,31.0,7.0
elodie,rgs,rgs_flexion,143.217,144.717,,semimem_r,Semimembranosus,0.010383441551501033,30.961264091074277,0.8573679039077239,0.03353687860081411,0.05354580480038412,0.0076143359518610655,100.0,100.0
elodie,rgs,rgs_flexion,143.217,144.717,,semiten_r,Semitendinosus,0.016510295073692005,34.6731637806805,0.8206708975724847,0.0476169269643959,0.06832808961542647,0.012907356435389414,100.0,100.0
elodie,rgs,rgs_flexion,143.217,144.717,,bifemlh_r,Biceps femoris LH,0.012679536960766227,22.94143004091725,0.951782132267312,0.05526916560193329,0.08240522121746413,0.008885071092188699,100.0,100.0
elodie,rgs,rgs_flexion,143.217,144.717,,bifemsh_r,Biceps femoris SH,0.0025348096857143497,17.624770654335176,0.9862543306611232,0.01438208607322139,0.018550328092769464,-0.0018806324050043455,51.0,47.0
elodie,rgs,rgs_abduction,253.739,255.239,,glut_med1_r,Glut. medius,0.01093725095169101,86.97368729160799,0.23077869330820852,0.012575356170677537,0.08483769362104933,0.00520561475390996,0.0,99.0
elodie,rgs,rgs_abduction,253.739,255.239,,rect_fem_r,Rect. femoris,0.014058249010245895,49.929496347515546,0.6964772808274194,0.028156200319744307,0.16750256765352195,0.0031622011406309326,0.0,4.0
elodie,rgs,rgs_abduction,253.739,255.239,,vas_lat_r,Vast. lateralis,0.006734904265391943,65.0583778014933,0.4482868409281934,0.010352093754845137,0.06936246144161629,0.0006250930297511692,0.0,2.0
elodie,rgs,rgs_abduction,253.739,255.239,,tib_ant_r,Tib. anterior,0.005862943555900083,13.54971583226465,0.9784959521936488,0.04326986357853507,0.04677670996672262,-0.00032908182952143836,87.0,100.0
elodie,rgs,rgs_abduction,253.739,255.239,,soleus_r,Soleus,0.003983365967477375,9.692302427073301,0.9844244237039093,0.041098242625516146,0.046023023064675705,0.0006523183592392587,0.0,1.0
elodie,rgs,rgs_abduction,253.739,255.239,,med_gas_r,Med. gastrocnemius,0.004163304424523256,8.851265918109537,0.9861032745822703,0.047036259706142225,0.042281098789745175,0.0009009187684567336,0.0,1.0
elodie,rgs,rgs_abduction,253.739,255.239,,semimem_r,Semimembranosus,0.007808529919752516,35.35830259844765,0.7788410100593472,0.02208400671387245,0.09533748505662532,-0.0022847693284694564,96.0,100.0
elodie,rgs,rgs_abduction,253.739,255.239,,semiten_r,Semitendinosus,0.01054532721821651,39.89084100938932,0.7392535646430552,0.026435459748102075,0.1263949813925912,-0.003175860905995577,94.0,100.0
elodie,rgs,rgs_abduction,253.739,255.239,,bifemlh_r,Biceps femoris LH,0.010650438244418829,36.14015482891256,0.7618951486328681,0.029469819083061455,0.12548123788277554,-0.003991095611351781,95.0,100.0
elodie,rgs,rgs_abduction,253.739,255.239,,bifemsh_r,Biceps femoris SH,0.0007434288015783596,33.13002210163812,0.8949376122142384,0.0022439731531045393,0.004436758691889309,-0.00041712915074141894,33.0,96.0
elodie,rgs,rgs_stork,351.646,353.146,,glut_med1_r,Glut. medius,0.02502625820265876,727.5307368749311,-0.3477261842504846,0.0034398901564156176,0.06753962267190491,-0.02005986569625423,0.0,23.0
elodie,rgs,rgs_stork,351.646,353.146,,rect_fem_r,Rect. femoris,0.025093173490247887,25.1476336154316,0.7915012527072917,0.09978343837031928,0.10735810241661065,0.010438077444955656,0.0,0.0
elodie,rgs,rgs_stork,351.646,353.146,,vas_lat_r,Vast. lateralis,0.01874437104284967,29.996528955867742,0.9007367942860532,0.06248846681703488,0.08922335907955939,0.012082703137341272,0.0,77.0
elodie,rgs,rgs_stork,351.646,353.146,,tib_ant_r,Tib. anterior,0.010868299461566784,18.826497828255526,0.9925040381180473,0.057728737233619876,0.07591724262294963,0.008475021272271196,100.0,100.0
elodie,rgs,rgs_stork,351.646,353.146,,soleus_r,Soleus,0.007064765018221284,11.672530706256907,0.9942570870211457,0.06052470707517016,0.07374318785126316,-0.005583569730354237,9.0,2.0
elodie,rgs,rgs_stork,351.646,353.146,,med_gas_r,Med. gastrocnemius,0.008754538893766721,17.070149252234838,0.9891108806568786,0.05128566109414989,0.07076977883377278,-0.0060354932119920735,11.0,10.0
elodie,rgs,rgs_stork,351.646,353.146,,semimem_r,Semimembranosus,0.0349192873469784,91.60236350928294,-0.3409105675327978,0.038120509132321345,0.07941099668809182,-0.014745757817844207,100.0,45.0
elodie,rgs,rgs_stork,351.646,353.146,,semiten_r,Semitendinosus,0.0454929273610081,80.63346880042349,-0.4434914374289612,0.05641941000158135,0.09542165801467234,-0.016218384313124622,100.0,45.0
elodie,rgs,rgs_stork,351.646,353.146,,bifemlh_r,Biceps femoris LH,0.03094057754215066,46.91710006174844,0.1343020260580576,0.06594733583582363,0.06319394370952935,-0.01060863199872121,100.0,59.0
elodie,rgs,rgs_stork,351.646,353.146,,bifemsh_r,Biceps femoris SH,0.01021179663423571,28.51389004024844,0.9920447633559293,0.03581341100713151,0.05594121657028048,-0.007164169245837207,31.0,28.0
erna,ng,ng_v0,11.42,12.92,3.05,glut_med1_r,Glut. medius,0.008866770261930662,258.435013331091,0.19383561486745152,0.0034309477449060294,0.07953843298804324,0.003815271712928457,57.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,rect_fem_r,Rect. femoris,0.012491931287324056,36.422121406280645,0.7410752113412493,0.03429764880518449,0.12628633588160953,-0.002954361384225952,51.0,0.0
erna,ng,ng_v0,11.42,12.92,3.05,vas_lat_r,Vast. lateralis,0.004876740686077832,22.204526209078754,0.8053344444671767,0.021962822535181503,0.05188331847806599,0.00038851405556428707,57.0,24.0
erna,ng,ng_v0,11.42,12.92,3.05,tib_ant_r,Tib. anterior,0.009579488388203543,116.49401813948295,-0.0661283566681093,0.008223159043869221,0.04551315967238334,0.005997359578556533,94.0,86.0
erna,ng,ng_v0,11.42,12.92,3.05,soleus_r,Soleus,0.006324200911940339,81.86663915311908,0.2882598104673533,0.007725003710133849,0.027835567837873054,-0.004086590381832236,100.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,med_gas_r,Med. gastrocnemius,0.005961075924660841,48.10314462686572,0.6345876981880214,0.012392279072190981,0.029745534970959553,-0.004434817288307012,80.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,semimem_r,Semimembranosus,0.011302697425490461,75.7806670796352,0.6228909838781415,0.014915014423946493,0.08578196062219501,0.00418645802395298,100.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,semiten_r,Semitendinosus,0.014088392000880738,70.05397792054622,0.674313616312159,0.02011076661036937,0.10807114686479613,0.004666469854548318,100.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,bifemlh_r,Biceps femoris LH,0.012578143864937403,56.35866230548585,0.7521104459097832,0.022318031249143166,0.10237286712719651,0.0044062498915296705,100.0,90.0
erna,ng,ng_v0,11.42,12.92,3.05,bifemsh_r,Biceps femoris SH,0.0006962762955541281,13.854851049410675,0.9732067933969484,0.005025505457048884,0.006608474013458765,-0.0004794115507245759,100.0,89.0
erna,ng,ng_v1,28.31,29.81,3.57,glut_med1_r,Glut. medius,0.02436072472621286,364.0089936808326,0.15460435253030205,0.006692341439116373,0.11783024042310085,0.008143653804595669,75.0,66.0
erna,ng,ng_v1,28.31,29.81,3.57,rect_fem_r,Rect. femoris,0.04082486674641596,53.39959836936251,0.6704564667681244,0.07645163632885826,0.13247634982803702,-0.019821049470991677,0.0,2.0
erna,ng,ng_v1,28.31,29.81,3.57,vas_lat_r,Vast. lateralis,0.014818128208574373,23.397416494626185,0.8301268497341828,0.06333232650697881,0.06406041791726585,-0.005634033897778942,0.0,0.0
erna,ng,ng_v1,28.31,29.81,3.57,tib_ant_r,Tib. anterior,0.00540642597722927,21.96357939342814,0.8493829153759797,0.024615413910389128,0.02998336540306401,0.004349316367956902,67.0,34.0
erna,ng,ng_v1,28.31,29.81,3.57,soleus_r,Soleus,0.003660677378779463,16.63057461845877,0.9538623699708574,0.022011731180451022,0.022765717815072528,-0.003312330253554878,23.0,100.0
erna,ng,ng_v1,28.31,29.81,3.57,med_gas_r,Med. gastrocnemius,0.004534299634915737,19.2952897464509,0.8882359381034212,0.023499515656403958,0.027214206806271957,-0.0038450264001856464,20.0,100.0
erna,ng,ng_v1,28.31,29.81,3.57,semimem_r,Semimembranosus,0.030712538637014467,111.8387354344952,0.8048308395187335,0.027461450201216764,0.09182641649487255,0.01642662273476279,51.0,66.0
erna,ng,ng_v1,28.31,29.81,3.57,semiten_r,Semitendinosus,0.040460789685875805,118.41019028118419,0.7838568573800081,0.034170023365214686,0.11850026555068072,0.02103558795086832,50.0,66.0
erna,ng,ng_v1,28.31,29.81,3.57,bifemlh_r,Biceps femoris LH,0.035677633950497466,93.97450175759506,0.7557094187235658,0.037965228102541104,0.10453137847002664,0.02009286782272034,49.0,66.0
erna,ng,ng_v1,28.31,29.81,3.57,bifemsh_r,Biceps femoris SH,0.001835375687062132,23.82879181351356,0.7578057360045917,0.007702344715695031,0.008049700597033138,0.00041987513919537495,51.0,66.0
erna,ng,ng_v2,42.72,44.22,4.06,glut_med1_r,Glut. medius,0.021447481944865184,266.6275480573648,0.40335261574579334,0.00804398574008218,0.07405898232936214,-0.011316517391550943,57.0,64.0
erna,ng,ng_v2,42.72,44.22,4.06,rect_fem_r,Rect. femoris,0.030630636174483413,38.76905539331435,0.7060633968051871,0.0790079507063915,0.16321473646529477,-0.009845433746911896,75.0,54.0
erna,ng,ng_v2,42.72,44.22,4.06,vas_lat_r,Vast. lateralis,0.014337299987462342,23.542285174789786,0.8520147013130367,0.060900205230779436,0.10404122980086061,0.00021917012637181438,72.0,51.0
erna,ng,ng_v2,42.72,44.22,4.06,tib_ant_r,Tib. anterior,0.0068392497392977284,25.084960896634374,0.7422818881872203,0.02726434283664897,0.04333999189692178,0.0038994810033578186,50.0,50.0
erna,ng,ng_v2,42.72,44.22,4.06,soleus_r,Soleus,0.0075574818832212795,34.443706261069316,0.7233465827476254,0.02194154666730297,0.048544934512727844,-0.004226707194745142,86.0,8.0
erna,ng,ng_v2,42.72,44.22,4.06,med_gas_r,Med. gastrocnemius,0.01042283478241466,38.79895376433333,0.6748771194741506,0.026863700618638964,0.07275528904414807,-0.004457804962195022,5.0,8.0
erna,ng,ng_v2,42.72,44.22,4.06,semimem_r,Semimembranosus,0.01994250420458117,63.47314731579434,0.3249520340742504,0.031418804719675175,0.08870974027772838,0.009421175889715371,35.0,8.0
erna,ng,ng_v2,42.72,44.22,4.06,semiten_r,Semitendinosus,0.023726006467989957,60.92553167611868,0.4010408521270247,0.038942633433414864,0.10443953599409395,0.011097239138577032,34.0,8.0
erna,ng,ng_v2,42.72,44.22,4.06,bifemlh_r,Biceps femoris LH,0.026687933327828175,62.700502617002506,0.4917677806163061,0.04256414576267081,0.1050935412253412,0.014577509712056347,33.0,8.0
erna,ng,ng_v2,42.72,44.22,4.06,bifemsh_r,Biceps femoris SH,0.007103985968897544,110.04333193491031,0.15073929694760752,0.006455626019302552,0.03609870165602136,-0.0017333024382038533,92.0,34.0
erna,gwo,gwo_v0,37.67,39.17,3.05,glut_med1_r,Glut. medius,0.026883690991590107,1341.7591546367837,0.4526378838090849,0.0020036152463493023,0.04284941414486408,-0.024396861786741005,32.0,78.0
erna,gwo,gwo_v0,37.67,39.17,3.05,rect_fem_r,Rect. femoris,0.01941344544801834,424.7341604770041,-0.2253268490282702,0.004570728529632695,0.07614543418412117,-0.008681732295552438,0.0,65.0
erna,gwo,gwo_v0,37.67,39.17,3.05,vas_lat_r,Vast. lateralis,0.01498992749951962,3064.697853654547,0.13733998043223872,0.0004891159982262083,0.07539059639607076,-0.0010353929624994911,83.0,67.0
erna,gwo,gwo_v0,37.67,39.17,3.05,tib_ant_r,Tib. anterior,0.03313633770364358,1464.8215072201426,0.06621675548334248,0.002262141669842621,0.05911619627212905,0.03117360345446327,31.0,73.0
erna,gwo,gwo_v0,37.67,39.17,3.05,soleus_r,Soleus,0.03388854330045352,1869.5547655444798,-0.041547964021617353,0.0018126531474237928,0.05623824912502673,-0.03281915713678116,0.0,61.0
erna,gwo,gwo_v0,37.67,39.17,3.05,med_gas_r,Med. gastrocnemius,0.03670122435849933,1769.5138226149318,-0.0889116068667111,0.002074085202921072,0.04839530616711302,-0.03588319325496708,0.0,61.0
erna,gwo,gwo_v0,37.67,39.17,3.05,semimem_r,Semimembranosus,0.024722333386701042,463.63669404009784,-0.28734946855330673,0.00533226418540611,0.06546438016048378,0.017370240921705637,86.0,27.0
erna,gwo,gwo_v0,37.67,39.17,3.05,semiten_r,Semitendinosus,0.03581487609102075,602.493373804979,-0.32285096377705846,0.005944443150442624,0.08485183684758191,0.02752554455988989,86.0,27.0
erna,gwo,gwo_v0,37.67,39.17,3.05,bifemlh_r,Biceps femoris LH,0.03441803821926578,532.7158732693727,-0.3225126809180917,0.006460862149279711,0.07178340106646786,0.02800772454300507,84.0,16.0
erna,gwo,gwo_v0,37.67,39.17,3.05,bifemsh_r,Biceps femoris SH,0.00872761016750385,3448.2730010361793,0.22104276867841519,0.0002531009048553079,0.037825784263911255,-0.0008841172938923673,0.0,85.0
erna,gwo,gwo_v1,68.65,70.15,3.56,glut_med1_r,Glut. medius,0.029874082342321254,643.6577908338114,0.2912032369885956,0.004641298958507373,0.09646137550519354,-0.025456805783097843,90.0,99.0
erna,gwo,gwo_v1,68.65,70.15,3.56,rect_fem_r,Rect. femoris,0.021834004474363507,452.5079381924976,0.3279523522505249,0.0048251097122356534,0.15673207122812216,0.010456110490756825,10.0,100.0
erna,gwo,gwo_v1,68.65,70.15,3.56,vas_lat_r,Vast. lateralis,0.02548593026988383,1531.2598604557325,-0.173894526527552,0.00166437656520943,0.08198377298233461,0.017604490151553617,93.0,100.0
erna,gwo,gwo_v1,68.65,70.15,3.56,tib_ant_r,Tib. anterior,0.006541290559395093,88.90664790043186,0.10818690063919671,0.0073574819362448585,0.04629976226150789,-0.0006203234675444373,45.0,26.0
erna,gwo,gwo_v1,68.65,70.15,3.56,soleus_r,Soleus,0.012384316859397747,205.98477064967372,-0.19569457254072653,0.006012248779527607,0.0543777436529464,-0.007323383119331583,40.0,40.0
erna,gwo,gwo_v1,68.65,70.15,3.56,med_gas_r,Med. gastrocnemius,0.02190941295022156,333.400720380007,-0.22915888406543802,0.006571495384067982,0.05802397993614972,-0.015107918397219727,40.0,41.0
erna,gwo,gwo_v1,68.65,70.15,3.56,semimem_r,Semimembranosus,0.014081706363551444,256.96231359728,0.30785464369467985,0.0054800667718227225,0.10982091132172128,-0.004539110090253119,89.0,70.0
erna,gwo,gwo_v1,68.65,70.15,3.56,semiten_r,Semitendinosus,0.015281396619746437,262.51118138329605,0.26179035809812834,0.005821236466660773,0.13258947002406835,-0.0008689794828844142,89.0,70.0
erna,gwo,gwo_v1,68.65,70.15,3.56,bifemlh_r,Biceps femoris LH,0.014341549383584147,214.406729825436,0.19186585830839,0.006688945536019619,0.12112274970138892,0.002050775205100396,89.0,70.0
erna,gwo,gwo_v1,68.65,70.15,3.56,bifemsh_r,Biceps femoris SH,0.01626538586340123,1714.8029324902793,-0.17299433770628447,0.0009485279943964309,0.032612407286415096,-0.011538300711547364,41.0,70.0
erna,gwo,gwo_v2,98.88,100.38,4.04,glut_med1_r,Glut. medius,0.02793849799737909,164.38277388965145,0.3704430222636687,0.016996001062820565,0.0989986029555453,-0.021339735486365374,14.0,23.0
erna,gwo,gwo_v2,98.88,100.38,4.04,rect_fem_r,Rect. femoris,0.031195843470593752,169.53559307748725,0.223666018989623,0.018400763464658132,0.17748365730548932,0.017114637676013678,48.0,28.0
erna,gwo,gwo_v2,98.88,100.38,4.04,vas_lat_r,Vast. lateralis,0.03305872916365322,623.0805562754572,0.3390962908489958,0.00530569102673753,0.11525532438454494,0.02246988774495038,76.0,98.0
erna,gwo,gwo_v2,98.88,100.38,4.04,tib_ant_r,Tib. anterior,0.012628599121945857,50.09923116783328,0.5227604232980859,0.025207171502572234,0.06412525910984357,0.0031949858559268663,86.0,20.0
erna,gwo,gwo_v2,98.88,100.38,4.04,soleus_r,Soleus,0.019308382651112833,86.0802272687889,0.21584640754134607,0.02243068270582238,0.06929062263585739,-0.010971217006135663,43.0,50.0
erna,gwo,gwo_v2,98.88,100.38,4.04,med_gas_r,Med. gastrocnemius,0.03172151148133276,141.33208918965886,0.1000706615666735,0.022444663248955776,0.08232789984784128,-0.0217113304024424,45.0,54.0
erna,gwo,gwo_v2,98.88,100.38,4.04,semimem_r,Semimembranosus,0.01976003064068567,89.05792903597127,0.258857991346112,0.02218783981907374,0.09577631925391478,-0.011449324464320258,5.0,54.0
erna,gwo,gwo_v2,98.88,100.38,4.04,semiten_r,Semitendinosus,0.019973189106638388,92.23821076784238,0.2639700092547826,0.021653920799601822,0.11663879766173091,-0.009316374385155072,6.0,54.0
erna,gwo,gwo_v2,98.88,100.38,4.04,bifemlh_r,Biceps femoris LH,0.017093474323523178,67.83536951815,0.24177704994066918,0.025198468652772144,0.1172095129347811,-0.004274054412915263,5.0,54.0
erna,gwo,gwo_v2,98.88,100.38,4.04,bifemsh_r,Biceps femoris SH,0.02172672672984818,822.7878107647326,0.2655914622700827,0.0026406233108454136,0.047144716611263154,-0.016328075813765622,59.0,56.0
erna,rd,rd_correct,36.058,37.558,,glut_med1_r,Glut. medius,0.017648686213740782,842.7498735880047,0.6030352810359308,0.002094178446874345,0.07086794877953989,-0.006719005996687033,84.0,67.0
erna,rd,rd_correct,36.058,37.558,,rect_fem_r,Rect. femoris,0.026909430208599202,494.862680413742,0.8329803476661539,0.005437757033143198,0.07317338540565871,-0.002723673603635912,83.0,69.0
erna,rd,rd_correct,36.058,37.558,,vas_lat_r,Vast. lateralis,0.0185747695782783,487.96809866750766,0.7964083343550172,0.003806554081916491,0.0840223866146717,-0.0065033635117862434,83.0,69.0
erna,rd,rd_correct,36.058,37.558,,tib_ant_r,Tib. anterior,0.021245570165553854,120.05800290029549,0.7779329021212497,0.01769608826759983,0.03422411487328447,-0.02093827041937383,99.0,69.0
erna,rd,rd_correct,36.058,37.558,,soleus_r,Soleus,0.009240283428481426,59.91763520292533,0.9033630996144175,0.015421642388233459,0.012204100368460924,0.009025312026343935,54.0,54.0
erna,rd,rd_correct,36.058,37.558,,med_gas_r,Med. gastrocnemius,0.011682894807395578,56.23539233660681,0.5611461196245372,0.02077498586204496,0.03785437859669549,0.010219370859112663,54.0,50.0
erna,rd,rd_correct,36.058,37.558,,semimem_r,Semimembranosus,0.013548037558447126,292.35882526107383,-0.7603394692209349,0.004634044327667841,0.027484570351620885,0.0016550138016901456,51.0,42.0
erna,rd,rd_correct,36.058,37.558,,semiten_r,Semitendinosus,0.016051454044630206,382.8096199232195,-0.6222510346766386,0.004193064439668381,0.030793596954619473,0.007110026787313014,51.0,37.0
erna,rd,rd_correct,36.058,37.558,,bifemlh_r,Biceps femoris LH,0.020771789271386676,509.3898131298881,0.7021919365586261,0.0040777786944259375,0.046948512248979946,0.0007994960596493825,40.0,37.0
erna,rd,rd_correct,36.058,37.558,,bifemsh_r,Biceps femoris SH,0.006610792337915326,632.8348873640463,0.5441363041144128,0.0010446314623157593,0.044194583811834914,-0.0010937747364628031,33.0,37.0
erna,rd,rd_toes,81.005,82.505,,glut_med1_r,Glut. medius,0.004813216982680053,221.82888537184468,0.9337483896904549,0.002169788201663553,0.0020441942792259332,0.004806298141487363,60.0,38.0
erna,rd,rd_toes,81.005,82.505,,rect_fem_r,Rect. femoris,0.0009951303212568895,50.107412937707196,0.6980142502374285,0.001985994213059894,0.0025499930678025695,-0.0008251166992931176,100.0,94.0
erna,rd,rd_toes,81.005,82.505,,vas_lat_r,Vast. lateralis,0.0023316129913875344,172.3027305482641,0.8129136612254887,0.0013532072207842472,0.0012034444092273167,-0.0023249527709479144,100.0,100.0
erna,rd,rd_toes,81.005,82.505,,tib_ant_r,Tib. anterior,0.0033834847742241635,17.560839617740413,0.9629756879822049,0.01926721528056141,0.010987577638315205,-0.0014671897861026865,0.0,0.0
erna,rd,rd_toes,81.005,82.505,,soleus_r,Soleus,0.0051344696011406885,31.73224991984074,0.969076856363239,0.016180603689025963,0.011251012890694634,-0.004788674376832135,51.0,49.0
erna,rd,rd_toes,81.005,82.505,,med_gas_r,Med. gastrocnemius,0.0036273064095198875,21.60083341649963,0.9685566246747184,0.016792437308225328,0.011594540266137265,-0.003039553024472061,51.0,49.0
erna,rd,rd_toes,81.005,82.505,,semimem_r,Semimembranosus,0.0008706926073267899,59.16445604971715,0.6832789476318718,0.0014716481236557444,0.0023171108332132873,-0.0007022307934250403,29.0,67.0
erna,rd,rd_toes,81.005,82.505,,semiten_r,Semitendinosus,0.001471618863025882,91.29614731504392,0.525883236770857,0.0016119178150504343,0.002400095009808201,-0.0013507690450052397,25.0,67.0
erna,rd,rd_toes,81.005,82.505,,bifemlh_r,Biceps femoris LH,0.0023531279695492087,168.52832711688967,0.6246530830963305,0.0013962803819426162,0.002497743932779406,-0.0022821828477175127,29.0,67.0
erna,rd,rd_toes,81.005,82.505,,bifemsh_r,Biceps femoris SH,0.001235050262543609,177.43767580620596,0.8107740964687357,0.0006960473625074459,0.0006617258295293915,0.0012311768188934431,25.0,26.0
erna,rd,rd_supination,126.694,128.19400000000002,,glut_med1_r,Glut. medius,0.005322951833779374,1073.9889383895388,0.06409813763533448,0.0004956244560359452,0.0231495432436786,0.0005182046490639918,82.0,46.0
erna,rd,rd_supination,126.694,128.19400000000002,,rect_fem_r,Rect. femoris,0.012181584258641671,461.12361966936095,0.30124551250372167,0.002641717695436252,0.029634283076674484,-0.010403726882927667,0.0,0.0
erna,rd,rd_supination,126.694,128.19400000000002,,vas_lat_r,Vast. lateralis,0.01002904334719124,708.4532845598004,0.4000563846375827,0.0014156252170420547,0.020278622228262433,-0.009028897275408364,0.0,16.0
erna,rd,rd_supination,126.694,128.19400000000002,,tib_ant_r,Tib. anterior,0.005879091357178959,25.22610907139334,0.8912678687563915,0.023305581294920774,0.01771657348616623,-0.0038824524530800255,0.0,10.0
erna,rd,rd_supination,126.694,128.19400000000002,,soleus_r,Soleus,0.0027823560644650654,21.203390741807,0.9163478570319045,0.013122222282019536,0.011002652927348755,-0.0018782297825979937,81.0,40.0
erna,rd,rd_supination,126.694,128.19400000000002,,med_gas_r,Med. gastrocnemius,0.005036490237965338,42.021371339650685,0.5869881898842318,0.011985544682148408,0.014470137937765193,-0.0026712946013569892,81.0,40.0
erna,rd,rd_supination,126.694,128.19400000000002,,semimem_r,Semimembranosus,0.004910086591545546,112.41450204652598,-0.47741083667376655,0.004367840894329955,0.016489166189852522,0.001858983276010738,34.0,45.0
erna,rd,rd_supination,126.694,128.19400000000002,,semiten_r,Semitendinosus,0.006339912735861783,152.2757389360903,-0.47323659016059244,0.004163442436830089,0.022623344099677478,0.00265088343819773,34.0,43.0
